Common_Name,Issuer_Name,Country,Industry,Sector,Year_MSCI,Rating_year,Rating_month,Market_Capital,Mark.Cap_type,Overall_Company_Rating,Industry_Adjusted_Score,Weighted_Average_Score,E_score,E_weight,S_score,S_weight,G_score,G_weight,Year_TRASE,Country_trade,Commodity,DF_E,volume,gvkey,assets,sales,book_equity,net_income,enterprise_value,gp_at,ni_be,ope_be,debt_bev,cash_lt,lt_ppen,debt_at,age,News_count,me
Company_090,Company_090,Malaysia,Food Products,Consumer Staples,2019,2018,11,6253.913188,original,BB,3.8,4,4.5,54,2.6,30,5.3,16,2018,Indonesia,palm oil,49205.41513,898896.6285,18753,4807.02421609601,4872.51445167028,2878.45999175612,224.60137524309,7266.63803283315,0.153727623498168,0.0781033227653249,0.158631096439222,0.328147849818837,0.275439756472173,0.932224153837225,0.241334627212008,414.5,0,6593.2645646254
Company_090,Company_090,Malaysia,Food Products,Consumer Staples,2020,2019,12,6474.472086,original,BB,4,4,4.3,60,2.8,24,4.7,16,2019,Indonesia,palm oil,47213.52181,1004609.571,18753,4469.85158766221,4158.40303148838,2716.93356423453,159.684335295884,6884.06609890752,0.136891220296227,0.0586522548240336,0.131251903177251,0.305478446071002,0.21199651659755,0.860563531031191,0.228911291430856,426.5,1,6206.43164814988
Company_090,Company_090,Malaysia,Food Products,Consumer Staples,2021,2020,3,5203.322332,original,BBB,5.7,4.8,4.6,40,6.1,27,4,33,2020,Indonesia,palm oil,14990.17246,735951.6672,18753,4905.83271255735,3701.97343662327,2566.8303112357,138.199044378043,6698.5182933191,0.114223546238353,0.0536867587919975,0.140773459606645,0.45702646784941,0.288142652148092,1.17115664438716,0.322924688034342,438.5,2,5749.46071587609
Company_091,Company_091,South Korea,Household & Personal Products,Consumer Staples,2019,2018,8,19121.87999,original,A,6.2,5.4,6.2,35,5.7,49,2.8,16,2018,Indonesia,palm oil,91.23746084,1578.897895,245697,4403.92406940003,5719.40778444825,2874.4059974637,558.177628910943,17580.6464957186,0.798069790542017,0.194235171976925,0.341936828159456,0.166155414110013,0.183736386167233,1.02678434608599,0.114384869040024,414.5,0,17365.0450515913
Company_092,Company_092,South Korea,Trading Companies & Distributors,Industrials,2020,2019,12,504.1945772,original,BB,4.2,5.1,4.7,25,6,25,4.8,50,2019,Indonesia,palm oil,200.9121552,15621.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Company_092,Company_092,South Korea,Trading Companies & Distributors,Industrials,2021,2020,9,512.3869499,original,BBB,4.3,5.2,4.4,23,6.4,23,5.1,54,2020,Indonesia,palm oil,188.9121026,57824.89552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Company_093,Company_093,Malaysia,Food Products,Consumer Staples,2021,2020,5,520.8285386,original,B,1.7,2.7,1.8,34,4.1,33,2.2,33,2020,Indonesia,palm oil,2.98671375,67.89473684,332219,1291.59918609596,1445.92956941739,417.087449195488,31.8511885845235,1058.50905209042,0.301520016735512,0.0763272735552857,0.275359315378684,0.703788472039434,0.215383443407443,1.21304735264364,0.470893662728484,438.5,0,616.690337820202
Company_094,Company_094,Sweden,Health Care Providers & Services,Healthcare,2017,2016,9,3360,search,AA,7.8,5,5,27,7.7,28,3.4,45,2016,Brazil,beef,7.205316654,97.87575462,234225,1063.04780228316,966.780281558979,490.98590673435,95.3772260929078,2558.92531271506,0.369376970848669,0.194040599587799,0.29483431748021,0.455844823270906,0.10398765589597,11.1351098295913,0.333144002399562,390.5,0,2262.6754209138
Company_095,Company_095,Japan,Commodity Chemicals,Materials,2020,2019,3,1653.949458,original,A,7.1,5,5.7,68,3.5,14,3.7,18,2019,Indonesia,wood pulp,5.761211226,298.749,105082,2590.30481607928,2304.77536722595,1680.54855049229,111.374381850652,1222.22531504512,0.250385913992231,0.0643658469018137,0.165412974802012,0.12305017578787,0.588958633111793,1.35080474711163,0.0623090481806332,426.5,0,1594.06487108166
Company_096,Company_096,Brazil,Food Products,Consumer Staples,2021,2020,8,2192.134975,original,A,7.1,5,4.3,41,6,26,5,33,2020,Indonesia,palm oil,155.0605733,23157.81748,279430,1843.04815755075,1501.68732235879,1352.43043020914,137.810016660439,2478.4124622985,0.276009188314824,0.104116737403622,0.138714270447846,0.218968224805683,0.303065775530142,0.764829740051746,0.169505149347087,438.5,0,2335.19113493284
Company_097,Company_097,Australia,Investment Banking & Brokerage,Financials,2014,2013,10,18700,search,BBB,5.2,5.1,6,17.8,7.1,41.6,2.7,40.6,2013,Brazil,soy,74.9681507,20402.16104,212856,154572.217053875,9713.90670251042,11578.5285902294,867.558803368708,62727.5366059384,NA,0.0749998155842976,0.155856053762864,1.07565005132217,0.141671857808367,25.1308080962877,0.411051506624285,354.5,1,14307.3563394771
Company_098,Company_098,Russia,Retail - Food & Staples,Consumer Staples,2016,2015,9,16792.42945,original,B,1.6,3.1,2.3,28,2.1,57,8.2,15,2015,Brazil,chicken,0.009113635,265.97,277015,6281.8785,19040.77063,2879.781,1192.246625,18980.0917932042,0.934110533037352,0.415703308703323,0.692086411774679,0.418478891829309,0.0752069613032789,0.837956884640664,0.275739903476621,378.5,0,17518.4687932042
Company_098,Company_098,Russia,Retail - Food & Staples,Consumer Staples,2017,2016,8,14848.07664,original,B,2.3,3.3,1.2,28,3.9,57,4.7,15,2016,Brazil,chicken,0.533771166,704.999,277015,6006.427,15684.619,2780.8945,962.213,16219.923596477,0.798524800476515,0.353193414208295,0.552854242849842,0.399166759762935,0.0293166028270311,0.865729440993251,0.273519804376957,390.5,0,14669.201596477
Company_098,Company_098,Russia,Retail - Food & Staples,Consumer Staples,2018,2017,8,17609.79815,original,B,1.9,3.5,1.6,28,4.1,57,4.9,15,2017,Brazil,chicken,0.14611233,460.875,277015,7737.774,16721.86775,3681.619,817.566625,16590.4179372453,0.642195184181016,0.222902619416433,0.375464624454376,0.414910032317292,0.0436564366252281,0.880867895371881,0.293629818686751,402.5,0,14503.1969372453
Company_098,Company_098,Russia,Retail - Food & Staples,Consumer Staples,2018,2017,8,17609.79815,original,B,1.9,3.5,1.6,28,4.1,57,4.9,15,2017,Brazil,pork,0.0004363,53.974,277015,7737.774,16721.86775,3681.619,817.566625,16590.4179372453,0.642195184181016,0.222902619416433,0.375464624454376,0.414910032317292,0.0436564366252281,0.880867895371881,0.293629818686751,402.5,0,14503.1969372453
Company_099,Company_099,United States,Hotels & Travel,Consumer Discretionary,2016,2015,10,571.2878317,original,BB,3.5,4.5,5.1,48,5.9,29,1.3,23,2015,Brazil,beef,0.204857096,28.03940361,7022,785.030833333333,468.700166666667,384.394666666667,24.7438333333333,624.589943799973,0.205994402721507,0.0645970003647902,0.20013204744947,0.451438701794573,0.0357753629521602,0.671371631497148,0.342672504041533,522.5,0,371.466693799973
Company_099,Company_099,United States,Hotels & Travel,Consumer Discretionary,2016,2015,10,571.2878317,original,BB,3.5,4.5,5.1,48,5.9,29,1.3,23,2015,Brazil,chicken,5.891146468,5403.909,7022,785.030833333333,468.700166666667,384.394666666667,24.7438333333333,624.589943799973,0.205994402721507,0.0645970003647902,0.20013204744947,0.451438701794573,0.0357753629521602,0.671371631497148,0.342672504041533,522.5,0,371.466693799973
Company_099,Company_099,United States,Hotels & Travel,Consumer Discretionary,2016,2015,10,571.2878317,original,BB,3.5,4.5,5.1,48,5.9,29,1.3,23,2015,Brazil,pork,0.010621297,26.5,7022,785.030833333333,468.700166666667,384.394666666667,24.7438333333333,624.589943799973,0.205994402721507,0.0645970003647902,0.20013204744947,0.451438701794573,0.0357753629521602,0.671371631497148,0.342672504041533,522.5,0,371.466693799973
Company_099,Company_099,United States,Hotels & Travel,Consumer Discretionary,2017,2016,12,870.396093,original,BB,3.1,4.3,4.7,48,6,29,1.2,23,2016,Brazil,chicken,0.288970093,2545.93,7022,809.97175,501.62,406.753,29.2805,670.95663456885,0.22067804765001,0.0718338457951735,0.220334228749874,0.430150350048749,0.0448928066288142,0.660637078015634,0.318730542335253,534.5,0,432.84213456885
Company_099,Company_099,United States,Hotels & Travel,Consumer Discretionary,2018,2017,11,782.2724999,original,BB,4.1,4.8,5.6,48,6.5,28,1.5,24,2017,Brazil,chicken,0.001214779,27,7022,906.126,570.8025,442.847,39.82825,856.906800621351,0.226324421841428,0.0898736791789325,0.246083698801458,0.444547871687674,0.0249305681845171,0.655610285932866,0.339510118686146,546.5,0,560.858800621351
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2017,2016,12,1059.202626,original,AA,7.2,5,3.9,42,5.8,48,5.5,10,2016,Brazil,beef,57074.90969,350575.7059,285188,5857.42227701514,5423.56551312853,435.230909955035,-332.456554,3602.73793283139,0.13174059732648,-0.832912743,-0.09117762,1.4387855752768,0.284482797813602,4.83276968256784,0.730094841470641,390.5,1,911.980843016493
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2017,2016,12,1059.202626,original,AA,7.2,5,3.9,42,5.8,48,5.5,10,2016,Brazil,chicken,0.626975069,1219.305229,285188,5857.42227701514,5423.56551312853,435.230909955035,-332.456554,3602.73793283139,0.13174059732648,-0.832912743,-0.09117762,1.4387855752768,0.284482797813602,4.83276968256784,0.730094841470641,390.5,1,911.980843016493
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2017,2016,12,1059.202626,original,AA,7.2,5,3.9,42,5.8,48,5.5,10,2016,Brazil,pork,0.004818406,205.787,285188,5857.42227701514,5423.56551312853,435.230909955035,-332.456554,3602.73793283139,0.13174059732648,-0.832912743,-0.09117762,1.4387855752768,0.284482797813602,4.83276968256784,0.730094841470641,390.5,1,911.980843016493
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2018,2017,12,1373.07699,original,AA,7.2,5.1,4.9,39,5.5,45,4.1,16,2017,Brazil,beef,70152.41284,397720.8044,285188,6359.92081023854,5332.04823757119,698.291287008965,-236.0224402,3779.126451,0.117111696535038,-0.374978743,0.15737798377062,1.35891778148845,0.299087556190426,4.62085376643111,0.66087573560037,402.5,0,1281.69546596823
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2018,2017,12,1373.07699,original,AA,7.2,5.1,4.9,39,5.5,45,4.1,16,2017,Brazil,chicken,0.2076881,1154.252311,285188,6359.92081023854,5332.04823757119,698.291287008965,-236.0224402,3779.126451,0.117111696535038,-0.374978743,0.15737798377062,1.35891778148845,0.299087556190426,4.62085376643111,0.66087573560037,402.5,0,1281.69546596823
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2018,2017,12,1373.07699,original,AA,7.2,5.1,4.9,39,5.5,45,4.1,16,2017,Brazil,pork,0.0004363,53.974,285188,6359.92081023854,5332.04823757119,698.291287008965,-236.0224402,3779.126451,0.117111696535038,-0.374978743,0.15737798377062,1.35891778148845,0.299087556190426,4.62085376643111,0.66087573560037,402.5,0,1281.69546596823
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2019,2018,12,874.1850913,original,AA,7.6,5.3,6,35,5.2,48,4.2,17,2018,Brazil,chicken,0.038289038,630.36,285188,7073.23850085049,5008.11147514369,634.349227280341,-224.0234796,3840.07752130008,0.106521936916065,-0.636330552,0.0471746868860168,1.2721667624156,0.241607673824648,5.2300774967812,0.59579730888173,414.5,2,1133.60282620339
Company_100,Company_100,Brazil,Food Products,Consumer Staples,2019,2018,12,874.1850913,original,AA,7.6,5.3,6,35,5.2,48,4.2,17,2018,Brazil,pork,0.009636812,411.574,285188,7073.23850085049,5008.11147514369,634.349227280341,-224.0234796,3840.07752130008,0.106521936916065,-0.636330552,0.0471746868860168,1.2721667624156,0.241607673824648,5.2300774967812,0.59579730888173,414.5,2,1133.60282620339
Company_101,Company_101,Italy,Retail - Food & Staples,Consumer Staples,2016,2015,10,1356.594702,original,BBB,5.4,4.8,2.9,32,5.3,50,6.8,18,2015,Brazil,beef,3467.497203,13012.4652,273186,1005.49614696285,1745.47897872972,304.444778198661,64.0929467093355,1471.69916573643,0.329813008038452,0.211262947739971,0.32365039275544,0.574151045062357,0.103981274485757,8.86450107749486,0.287667525757045,378.5,0,1258.72542608252
Company_101,Company_101,Italy,Retail - Food & Staples,Consumer Staples,2017,2016,12,1213.426022,original,BBB,5.7,4.2,2.1,33,5.1,48,5.8,19,2016,Brazil,beef,2246.834178,10466.2363,273186,1011.63539265612,1607.879645,306.34526411953,64.7293324252573,1487.43254506948,0.293705642725751,0.212018995027269,0.309300871821376,0.609649490884662,0.141865520218458,9.17627583013697,0.298440082219834,390.5,0,1287.64438030521
Company_101,Company_101,Italy,Retail - Food & Staples,Consumer Staples,2018,2017,11,1718.968751,original,BBB,5,4.4,2.1,33,5.1,48,6.7,19,2017,Brazil,beef,4859.245625,18601.85695,273186,1081.26504528115,1656.02499573423,308.170036954481,65.0522985358572,1814.45413284208,0.285399152486248,0.211091097991487,0.319999662670089,0.660488430638022,0.166691777584051,9.80019508986786,0.321639603825154,402.5,0,1596.29307212998
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2014,2013,6,11624.84682,original,B,2.7,3.8,4.2,33.6,3.2,61.4,8.5,5,2013,Brazil,soy,1219.908185,1086788.287,100545,66248.7801034799,120111.43720018,12511.0560879978,2138.01683170986,36262.3569652381,0.110706693305899,0.182020315835304,0.182005000522012,0.940555488464004,0.187779707575788,6.4413245888906,0.506980521661763,354.5,0,12662.3562216382
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2015,2014,5,11850.3732,original,BB,3.7,4.3,3.8,42,3.8,48,8.5,10,2014,Brazil,soy,3535.715954,1064190.801,100545,69098.57646,121986.040701978,14229.9455336951,2116.23799623715,36104.4451380054,0.101648977496649,0.157222603666747,0.124802238485546,0.818167776997993,0.128087430689218,5.02315355274189,0.452984879227405,366.5,0,11802.382592884
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2016,2015,5,10194.35159,original,B,2.1,4.2,4.1,36,5.1,42,2.3,22,2015,Brazil,chicken,13.48301387,10579.654,100545,66253.7445737344,124255.852672832,14498.2727867387,1464.46051234083,34839.5305293915,0.104580030460886,0.103361039212779,0.0850984224750147,0.739292508827106,0.0756442472699836,4.45133490058894,0.436447739783084,378.5,1,9820.37478979392
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2016,2015,5,10194.35159,original,B,2.1,4.2,4.1,36,5.1,42,2.3,22,2015,Brazil,soy,3294.86259,1761033.551,100545,66253.7445737344,124255.852672832,14498.2727867387,1464.46051234083,34839.5305293915,0.104580030460886,0.103361039212779,0.0850984224750147,0.739292508827106,0.0756442472699836,4.45133490058894,0.436447739783084,378.5,1,9820.37478979392
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2016,2015,5,10194.35159,original,B,2.1,4.2,4.1,36,5.1,42,2.3,22,2015,Indonesia,wood pulp,45563.65101,794009.537,100545,66253.7445737344,124255.852672832,14498.2727867387,1464.46051234083,34839.5305293915,0.104580030460886,0.103361039212779,0.0850984224750147,0.739292508827106,0.0756442472699836,4.45133490058894,0.436447739783084,378.5,1,9820.37478979392
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2017,2016,6,7734.468218,original,BB,3.3,4.8,4.6,36,6.2,42,2.7,22,2016,Brazil,chicken,0.894805097,4979.747,100545,63089.4402719474,112391.465211829,13186.7377165224,717.427415198478,33259.2475127932,0.109400162441512,0.054269989862502,0.0570993150049996,0.793773844759925,0.101107815683084,4.52316250743552,0.46768869873277,390.5,0,8786.6119811295
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2017,2016,6,7734.468218,original,BB,3.3,4.8,4.6,36,6.2,42,2.7,22,2016,Brazil,soy,1604.203878,1387897.857,100545,63089.4402719474,112391.465211829,13186.7377165224,717.427415198478,33259.2475127932,0.109400162441512,0.054269989862502,0.0570993150049996,0.793773844759925,0.101107815683084,4.52316250743552,0.46768869873277,390.5,0,8786.6119811295
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2017,2016,6,7734.468218,original,BB,3.3,4.8,4.6,36,6.2,42,2.7,22,2016,Indonesia,wood pulp,17315.7616,782055.978,100545,63089.4402719474,112391.465211829,13186.7377165224,717.427415198478,33259.2475127932,0.109400162441512,0.054269989862502,0.0570993150049996,0.793773844759925,0.101107815683084,4.52316250743552,0.46768869873277,390.5,0,8786.6119811295
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2018,2017,9,11875.23412,original,BB,4,4.9,4.5,35,5.8,41,3.9,24,2017,Brazil,chicken,0.471378386,6585.087,100545,63824.6667617385,104269.724016203,15602.6089486441,973.938345766121,32361.0214084497,0.108206239962544,0.0653695373093517,0.0682664736304909,0.782473139240561,0.147629302043648,4.93766277159565,0.441272829247372,402.5,0,11307.1300096223
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2018,2017,9,11875.23412,original,BB,4,4.9,4.5,35,5.8,41,3.9,24,2017,Brazil,soy,4877.282937,1616772.325,100545,63824.6667617385,104269.724016203,15602.6089486441,973.938345766121,32361.0214084497,0.108206239962544,0.0653695373093517,0.0682664736304909,0.782473139240561,0.147629302043648,4.93766277159565,0.441272829247372,402.5,0,11307.1300096223
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2018,2017,9,11875.23412,original,BB,4,4.9,4.5,35,5.8,41,3.9,24,2017,Indonesia,wood pulp,47924.18106,706989.256,100545,63824.6667617385,104269.724016203,15602.6089486441,973.938345766121,32361.0214084497,0.108206239962544,0.0653695373093517,0.0682664736304909,0.782473139240561,0.147629302043648,4.93766277159565,0.441272829247372,402.5,0,11307.1300096223
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2019,2018,9,15899.5297,original,BB,3.7,4.8,4.9,27,5.1,44,4.3,29,2018,Brazil,chicken,1.074235744,2299.188,100545,62877.2741436165,85445.9622235436,17368.8485789921,1691.48547345041,32464.7958682817,0.110588952008225,0.0999739798933923,0.0873021327228141,0.687417116013156,0.119524295953927,5.30540058405428,0.390147111712528,414.5,0,13466.627152416
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2019,2018,9,15899.5297,original,BB,3.7,4.8,4.9,27,5.1,44,4.3,29,2018,Brazil,soy,127.9148105,1421034.501,100545,62877.2741436165,85445.9622235436,17368.8485789921,1691.48547345041,32464.7958682817,0.110588952008225,0.0999739798933923,0.0873021327228141,0.687417116013156,0.119524295953927,5.30540058405428,0.390147111712528,414.5,0,13466.627152416
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2019,2018,9,15899.5297,original,BB,3.7,4.8,4.9,27,5.1,44,4.3,29,2018,Indonesia,wood pulp,24617.63153,739389.788,100545,62877.2741436165,85445.9622235436,17368.8485789921,1691.48547345041,32464.7958682817,0.110588952008225,0.0999739798933923,0.0873021327228141,0.687417116013156,0.119524295953927,5.30540058405428,0.390147111712528,414.5,0,13466.627152416
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2020,2019,11,12826.26094,original,BBB,4.8,5.6,5.5,27,6.8,44,4,29,2019,Brazil,soy,7387.734066,1390256.42,100545,61520.8905515455,68897.0883173023,18830.3778382791,2036.47146281487,29713.7428966733,0.119905613994428,0.111920067100904,0.101096331524208,0.616844800109049,0.104566826874974,5.20337602411933,0.359922438694561,426.5,2,12066.8218563049
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2020,2019,11,12826.26094,original,BBB,4.8,5.6,5.5,27,6.8,44,4,29,2019,Indonesia,wood pulp,9550.133983,495224.505,100545,61520.8905515455,68897.0883173023,18830.3778382791,2036.47146281487,29713.7428966733,0.119905613994428,0.111920067100904,0.101096331524208,0.616844800109049,0.104566826874974,5.20337602411933,0.359922438694561,426.5,2,12066.8218563049
Company_102,Company_102,Japan,Trading Companies & Distributors,Industrials,2021,2020,12,11557.63547,original,A,6.3,5.4,5.2,31,5.9,31,5.1,38,2020,Brazil,soy,160.8952296,818392.0627,100545,59625.3976428644,65123.1797043775,16769.8170769434,124.359106333547,28008.4531679588,0.130251193917648,-0.00718602,0.0508819986113628,0.668882262821261,0.114881260279924,4.67176533186758,0.389316139693508,438.5,0,9729.35813113721
Company_103,Company_103,Japan,Food Products,Consumer Staples,2018,2017,12,1589.007668,original,A,6.1,4.7,3.6,46,6.1,39,4.2,15,2017,Brazil,chicken,0.029318284,288,101654,4671.79525175645,7854.73945308011,874.170546095603,87.5190274756148,3988.23314494725,0.277340551182298,0.100763804884937,0.374119766409314,0.755872274990855,0.037350857886639,2.77453571311219,0.55602427202367,402.5,0,1523.18948111716
Company_103,Company_103,Japan,Food Products,Consumer Staples,2018,2017,12,1589.007668,original,A,6.1,4.7,3.6,46,6.1,39,4.2,15,2017,Brazil,soy,0.494026005,406.7294998,101654,4671.79525175645,7854.73945308011,874.170546095603,87.5190274756148,3988.23314494725,0.277340551182298,0.100763804884937,0.374119766409314,0.755872274990855,0.037350857886639,2.77453571311219,0.55602427202367,402.5,0,1523.18948111716
Company_103,Company_103,Japan,Food Products,Consumer Staples,2019,2018,11,1905.134986,original,A,5.9,4.8,3.3,41,7.1,40,3,19,2018,Brazil,soy,0.008378885,54.12749977,101654,4800.18053152439,8243.27343171036,1019.95060820048,145.096623593812,4237.42797340421,0.277517770458343,0.146448985862999,0.363062567436563,0.720094420571624,0.0393812955651766,2.79730251827184,0.530108927752693,414.5,0,1834.12679698242
Company_104,Company_104,United Kingdom,Electrical Equipment,Industrials,2017,2016,2,930,search,BBB,5.4,5.2,4.4,41,4.8,18,6.2,41,2016,Brazil,beef,18.0536841,76.19973681,270654,2661.98178,385.3930488,2487.171215,-23.2426125,881.797536665555,0.102906612555872,-0.018042473,0.00224657656127218,0.0688915662650603,8.72676383823814,1.23667058593422,0.0448358059153781,390.5,0,2210.49300633661
Company_104,Company_104,United Kingdom,Electrical Equipment,Industrials,2017,2016,2,930,search,BBB,5.4,5.2,4.4,41,4.8,18,6.2,41,2016,Brazil,chicken,0.060033577,1140.063,270654,2661.98178,385.3930488,2487.171215,-23.2426125,881.797536665555,0.102906612555872,-0.018042473,0.00224657656127218,0.0688915662650603,8.72676383823814,1.23667058593422,0.0448358059153781,390.5,0,2210.49300633661
Company_104,Company_104,United Kingdom,Electrical Equipment,Industrials,2017,2016,2,930,search,BBB,5.4,5.2,4.4,41,4.8,18,6.2,41,2016,Brazil,pork,0.00151064,52,270654,2661.98178,385.3930488,2487.171215,-23.2426125,881.797536665555,0.102906612555872,-0.018042473,0.00224657656127218,0.0688915662650603,8.72676383823814,1.23667058593422,0.0448358059153781,390.5,0,2210.49300633661
Company_104,Company_104,United Kingdom,Electrical Equipment,Industrials,2018,2017,4,8040,search,BBB,4.5,5.4,4.3,38,5.5,19,6.3,43,2017,Brazil,beef,104.7993392,224.1336398,270654,4571.638655,1495.772198,2828.404163,-23.34713,6277.15831357601,0.124450185183539,-0.008003072,0.0549120345597007,0.241743495407889,0.0278655762376265,5.79431186576193,0.180544962218709,402.5,0,5508.69222107601
Company_104,Company_104,United Kingdom,Electrical Equipment,Industrials,2018,2017,4,8040,search,BBB,4.5,5.4,4.3,38,5.5,19,6.3,43,2017,Brazil,chicken,0.017996052,205.02,270654,4571.638655,1495.772198,2828.404163,-23.34713,6277.15831357601,0.124450185183539,-0.008003072,0.0549120345597007,0.241743495407889,0.0278655762376265,5.79431186576193,0.180544962218709,402.5,0,5508.69222107601
Company_104,Company_104,United Kingdom,Electrical Equipment,Industrials,2019,2018,3,8250,search,BB,4.1,5.2,4.4,35,6.3,20,5.4,45,2018,Brazil,chicken,0.001381756,51.927,270654,13881.25956,3681.198335,6836.242268,-204.8314825,13657.4757801152,0.14516056384176,-0.021887546,0.0653340246832887,0.287225919451184,0.0307645301387562,4.42063177216316,0.200570635798008,414.5,0,11048.0756476152
Company_104,Company_104,United Kingdom,Electrical Equipment,Industrials,2019,2018,3,8250,search,BB,4.1,5.2,4.4,35,6.3,20,5.4,45,2018,Brazil,pork,0.00151064,52,270654,13881.25956,3681.198335,6836.242268,-204.8314825,13657.4757801152,0.14516056384176,-0.021887546,0.0653340246832887,0.287225919451184,0.0307645301387562,4.42063177216316,0.200570635798008,414.5,0,11048.0756476152
Company_105,Company_105,Germany,Retail - Food & Staples,Consumer Staples,2017,2016,9,9724.084409,original,AA,8.3,5.3,4.5,26,5.5,61,6,13,2016,Brazil,beef,38.62576566,123.3579165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Company_105,Company_105,Germany,Retail - Food & Staples,Consumer Staples,2018,2017,10,6936.364037,original,AA,7.5,5.2,4.3,26,5.7,58,5,16,2017,Brazil,beef,7.201286373,16.96039797,324977,17501.484928127,40295.02802,3592.00304394418,392.506778735061,11404.605466273,0.476650174376606,0.109238752337733,0.21307239826939,0.708144526091611,0.0901682286695564,1.8173931761462,0.313976456537901,405.5,0,7166.4411455342
Company_106,Company_106,Brazil,Food Products,Consumer Staples,2018,2017,6,855.8145928,original,A,6.7,4.8,3.5,46,6.2,39,5.3,15,2017,Brazil,beef,1331.101066,7083.196031,285519,2799.47795557837,2935.8107842017,180.201704577768,45.2696128048279,1989.85817234882,0.215092193461028,0.232828508392228,0.260878321763662,1.68982459574532,0.403111615978449,3.91858939378054,0.803740569175957,402.5,0,808.14428471471
Company_106,Company_106,Brazil,Food Products,Consumer Staples,2018,2017,6,855.8145928,original,A,6.7,4.8,3.5,46,6.2,39,5.3,15,2017,Brazil,chicken,0.008610158,152.3997541,285519,2799.47795557837,2935.8107842017,180.201704577768,45.2696128048279,1989.85817234882,0.215092193461028,0.232828508392228,0.260878321763662,1.68982459574532,0.403111615978449,3.91858939378054,0.803740569175957,402.5,0,808.14428471471
Company_106,Company_106,Brazil,Food Products,Consumer Staples,2018,2017,6,855.8145928,original,A,6.7,4.8,3.5,46,6.2,39,5.3,15,2017,Brazil,pork,0.000351415,137.81,285519,2799.47795557837,2935.8107842017,180.201704577768,45.2696128048279,1989.85817234882,0.215092193461028,0.232828508392228,0.260878321763662,1.68982459574532,0.403111615978449,3.91858939378054,0.803740569175957,402.5,0,808.14428471471
Company_106,Company_106,Brazil,Food Products,Consumer Staples,2018,2017,6,855.8145928,original,A,6.7,4.8,3.5,46,6.2,39,5.3,15,2017,Brazil/Paraguay,beef,518974.6626,517953.4584,285519,2799.47795557837,2935.8107842017,180.201704577768,45.2696128048279,1989.85817234882,0.215092193461028,0.232828508392228,0.260878321763662,1.68982459574532,0.403111615978449,3.91858939378054,0.803740569175957,402.5,0,808.14428471471
Company_106,Company_106,Brazil,Food Products,Consumer Staples,2019,2018,9,280.2471724,original,BB,3.2,3.9,3.7,29,4.5,42,3.3,29,2018,Brazil,pork,0.002745643,114.098,285519,3433.64566695664,3852.82446420361,113.273595372617,-132.9049015,2282.25002975103,0.217873997574589,-1.095198629,1.04398728451682,1.63779600366852,0.318330627595659,3.40825578764269,0.860761760990169,414.5,0,445.005422889955
Company_106,Company_106,Brazil,Food Products,Consumer Staples,2019,2018,9,280.2471724,original,BB,3.2,3.9,3.7,29,4.5,42,3.3,29,2018,Paraguay,beef,369867.122,168776.4672,285519,3433.64566695664,3852.82446420361,113.273595372617,-132.9049015,2282.25002975103,0.217873997574589,-1.095198629,1.04398728451682,1.63779600366852,0.318330627595659,3.40825578764269,0.860761760990169,414.5,0,445.005422889955
Company_106,Company_106,Brazil,Food Products,Consumer Staples,2020,2019,10,970.120927,original,BB,3.7,3.9,2.3,28,4.6,43,4.4,29,2019,Paraguay,beef,364542.2371,169624.7833,285519,3126.95246632142,4248.56059708628,90.9648984249509,-282.2416079,2682.98557845601,0.261266370660349,-0.932444763,0.831798741136693,1.69257303690859,0.302320143520408,3.61857662740557,0.898854936286345,426.5,1,868.479279015852
